Symbol	AK1	AK2	AK3	AK4	AK5	AK6	AK7	AK8	AK9	AK10	AK11	AK12	AK13	AK14	AK15	AK16	AK17	AK18	AK19	AK20
MTVR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTX1	5	3	5	8	8	4	5	2	11	1	5	12	2	1	2	7	0	2	3	3
MTX2	4	8	2	2	8	0	2	0	10	1	2	0	0	0	6	8	2	2	2	9
MTX3	2	0	0	2	0	6	2	0	2	0	0	2	0	0	0	0	8	0	0	8
MUC1	3	1	2	8	1	4	3	2	6	4	12	2	14	4	2	13	0	9	6	0
MUC12	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	2	0
MUC13	8	14	11	8	2	8	9	10	4	5	10	4	16	10	8	4	5	2	6	11
MUC15	0	0	2	0	1	4	2	1	7	0	2	0	0	0	1	0	0	0	0	0
MUC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC20	3	0	2	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	2
MUC21	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	1	1	0	15
MUC22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC3A	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC4	85	16	4	11	28	170	15	11	32	26	65	10	8	2	9	73	3	25	2	25
MUC5B	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC6	0	1	0	0	2	4	0	0	0	3	5	0	0	0	0	2	2	1	0	0
MUC7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MUCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUL1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
MUM1	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0
MUM1L1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
MURC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUS81	3	0	2	2	0	2	0	2	0	1	3	1	1	0	7	1	0	0	7	3
MUSK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUSTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUT	4	6	2	1	4	2	14	4	4	0	2	4	0	2	10	0	0	8	1	6
MUTYH	12	7	24	11	18	12	6	15	14	7	13	10	24	35	18	14	9	32	18	23
MVB12A	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
MVB12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MVD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MVK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MVP	6	1	1	4	7	4	3	11	2	2	10	0	6	2	2	5	8	2	2	4
MX1	4	0	0	1	4	2	0	0	4	0	12	2	18	12	23	20	6	12	19	11
MX2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0
MXD1	0	0	0	9	2	1	0	2	4	0	0	4	2	2	2	2	2	0	2	6
MXD3	1627	1789	1489	1580	1592	1758	1861	1310	1836	1709	1830	1950	1434	2631	2207	1696	2011	1574	2633	1819
MXD4	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
MXI1	2	2	0	0	2	1	0	0	2	0	7	9	2	0	0	0	2	0	0	0
MXRA5	0	0	0	6	0	0	0	4	0	0	0	2	4	0	0	0	0	0	0	0
MXRA7	2	29	9	9	11	7	14	24	17	18	6	16	12	6	13	6	15	13	3	9
MXRA8	6	0	12	32	12	2	6	15	14	16	2	3	2	10	19	4	5	6	5	6
MYADM	2	0	0	2	2	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2
MYADML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYADML2	0	0	1	1	0	0	0	3	4	1	0	0	4	0	0	0	0	0	0	0
MYB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBBP1A	167	56	70	27	53	188	67	56	48	56	156	30	40	19	37	151	41	62	18	20
MYBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBPC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBPC2	1	0	7	0	0	0	2	0	1	0	1	0	0	0	0	0	1	1	0	1
MYBPC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MYBPH	1	0	0	0	0	4	0	0	0	4	0	0	1	0	0	8	0	0	0	0
MYBPHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYC	4	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
MYCBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCBP2	7	3	5	6	23	6	9	10	17	17	8	0	17	9	4	7	3	9	5	12
MYCBP2-AS1	82	40	91	122	170	101	40	99	106	152	217	54	197	40	97	132	32	207	78	229
MYCBPAP	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCL	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MYCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCNOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYD88	4	4	2	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	2	2
MYEF2	2	4	0	0	6	4	8	0	2	2	15	5	5	6	0	4	4	0	3	3
MYEOV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYEOV2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
MYF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH1	0	2	0	0	0	0	3	0	0	1	0	5	0	0	0	1	1	1	2	0
MYH10	19	5	18	15	21	10	12	15	9	9	12	11	12	5	1	24	4	15	18	5
MYH11	62	36	40	66	58	79	29	30	80	44	108	31	43	71	51	73	26	78	41	55
MYH13	0	10	1	5	13	1	19	3	12	7	0	20	1	8	1	0	19	4	15	1
MYH14	8	0	7	11	6	17	4	12	2	11	2	2	3	2	10	15	2	0	2	4
MYH15	0	0	2	8	0	1	0	0	3	0	0	0	1	3	0	1	1	2	6	1
MYH16	0	0	0	0	1	0	3	0	0	0	1	0	1	2	0	0	0	0	0	0
MYH2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
MYH3	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0
MYH4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
MYH6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MYH7	3	5	9	16	3	4	5	14	32	2	1	1	4	5	0	1	0	21	6	1
MYH7B	22	12	7	14	17	11	5	5	10	17	8	13	17	14	15	11	9	11	8	22
MYH8	0	0	0	2	0	0	1	0	3	6	0	3	0	0	0	0	3	0	0	0
MYH9	64	8	18	59	19	38	20	11	36	25	26	12	22	7	19	21	10	6	14	19
MYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL12A	9	10	9	4	2	2	11	6	4	2	7	12	3	8	6	6	18	2	14	6
MYL12B	4	2	1	6	4	10	8	1	0	0	6	2	2	10	6	2	8	4	13	7
MYL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL5	2	5	8	4	4	9	2	2	8	1	18	6	7	3	4	20	2	2	4	5
MYL6	4	9	8	17	9	4	3	11	4	5	10	10	9	8	14	13	9	14	19	11
MYL6B	4	1	2	1	5	4	4	9	4	11	3	3	7	0	4	2	12	0	1	0
MYL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL9	1	6	0	0	2	0	6	0	0	4	0	0	4	0	0	0	0	0	0	2
MYLIP	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
MYLK	8	5	5	4	9	10	9	5	3	13	4	9	1	0	0	5	8	3	2	14
MYLK-AS1	40	31	18	30	40	46	24	13	50	26	37	36	29	21	37	19	34	21	19	18
MYLK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK4	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
MYLPF	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4
MYNN	3	0	0	7	7	4	6	2	2	5	2	9	0	1	7	4	2	4	1	0
MYO10	20	4	0	18	6	26	23	9	8	4	30	7	30	3	0	27	9	17	11	6
MYO15A	2	0	7	0	0	2	0	2	1	1	1	0	4	0	0	4	2	0	1	1
MYO15B	13	3	12	6	2	18	2	17	7	17	9	5	14	1	2	10	1	17	5	3
MYO16	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	2
MYO16-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO18A	4	0	0	2	2	7	0	12	0	4	4	0	4	0	0	1	0	2	0	2
MYO18B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO19	31	21	13	34	26	38	29	24	17	34	16	27	26	45	35	11	19	17	19	20
MYO1A	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO1B	19	18	12	35	29	29	30	27	16	24	38	37	30	21	18	58	16	11	32	26
MYO1C	12	4	0	4	0	5	4	0	0	8	2	2	0	2	6	0	2	4	2	8
MYO1D	10	6	11	14	16	6	10	14	8	12	5	7	13	4	8	7	6	6	16	6
MYO1E	6	2	2	6	5	6	6	1	7	3	8	7	2	1	0	11	0	2	0	3
MYO1F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
MYO1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO1H	1	0	0	3	0	3	3	0	0	0	0	1	1	1	1	1	0	2	0	0
MYO3A	2	2	4	0	5	1	8	2	0	6	6	11	4	0	9	2	4	2	0	0
MYO3B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO5A	4	4	3	2	6	4	0	4	3	2	2	6	3	0	0	2	0	6	6	4
MYO5B	1	0	5	4	4	6	0	6	4	2	4	1	7	6	3	16	0	8	4	11
MYO5C	19	13	2	0	7	0	3	9	11	8	5	4	3	1	4	9	3	4	5	4
MYO6	14	6	0	6	4	11	7	8	11	19	18	4	20	7	7	24	6	16	4	6
MYO7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO7B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO9A	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
MYO9B	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
MYOC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOCD	2	0	0	1	0	1	0	1	0	3	0	0	0	2	0	1	0	0	0	0
MYOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOF	19	10	4	8	4	23	6	3	2	2	14	0	0	2	4	11	0	2	2	0
MYOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOM1	0	2	6	2	6	8	10	2	2	6	0	6	0	2	7	0	0	2	0	8
MYOM2	0	2	1	1	3	3	4	1	0	7	0	1	4	0	2	0	1	1	0	0
MYOM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOT	18	7	9	3	16	11	7	9	11	28	6	8	13	9	9	8	12	17	8	12
MYOZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOZ2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOZ3	1	4	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0
MYPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYPOP	0	0	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
MYRF	10	0	0	6	5	13	2	4	9	1	2	2	6	5	4	4	2	3	3	0
MYRIP	0	0	1	3	1	0	4	0	3	5	2	1	0	1	3	2	1	0	0	7
MYSM1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
MYT1	0	0	1	0	0	0	4	2	0	0	0	0	0	0	6	0	1	7	0	0
MYT1L	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MYT1L-AS1	0	0	1	3	8	3	4	9	0	5	0	1	3	0	3	0	0	5	0	4
MYZAP	2	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
MZB1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
MZF1	8	6	13	15	10	6	1	21	22	10	5	4	17	10	0	17	8	10	0	11
MZT1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	4	0	2	2
MZT2A	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	0
MZT2B	6	2	6	17	22	7	13	18	10	8	5	8	6	2	11	6	2	0	1	7
N4BP1	0	0	0	0	3	2	0	2	2	0	6	0	2	0	2	2	2	4	0	2
N4BP2	0	0	0	2	0	0	3	0	2	0	6	0	2	0	0	0	0	0	2	2
N4BP2L1	0	0	2	0	0	0	0	1	0	0	8	0	1	0	6	6	2	2	2	0
N4BP2L2	4	4	1	16	6	8	4	8	2	14	5	10	9	4	6	6	4	3	16	11
N4BP2L2-IT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N4BP3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
N6AMT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
N6AMT2	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
NAA10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NAA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA15	4	6	2	8	6	7	4	7	3	4	6	3	7	0	4	4	2	3	8	7
NAA16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA20	25	8	28	61	45	46	22	26	37	31	20	41	32	23	40	29	19	29	23	27
NAA25	0	4	1	7	0	0	0	4	0	2	4	1	1	0	5	0	0	2	0	2
NAA30	0	14	2	12	2	6	6	5	2	4	6	3	4	0	12	4	3	0	0	4
NAA35	2	0	1	3	0	0	1	2	2	2	1	4	3	4	2	2	0	2	1	2
NAA38	3	3	4	5	3	20	6	7	1	6	4	5	7	2	2	10	1	2	5	2
NAA40	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NAA50	1	10	2	4	2	6	7	2	0	6	0	13	6	5	4	10	10	6	2	2
NAA60	0	0	0	0	0	0	4	0	2	0	4	0	5	0	0	0	2	2	0	0
NAAA	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NAALAD2	1	0	5	0	12	6	5	9	3	1	5	5	4	1	5	0	0	7	1	6
NAALADL1	1	2	2	5	4	0	7	2	3	1	1	4	3	2	2	3	1	1	1	1
NAALADL2	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0
NAALADL2-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAB1	2	2	2	2	3	14	0	0	4	0	8	0	3	2	6	4	0	6	4	0
NAB2	6	6	10	13	4	17	12	6	19	4	22	2	11	14	10	18	3	8	7	7
NABP1	0	0	0	0	0	0	1	0	0	0	3	0	4	0	0	0	4	0	0	1
NABP2	0	2	0	2	2	2	0	2	0	5	0	1	0	4	2	0	0	0	4	0
NACA	14	16	10	21	8	9	20	6	18	8	11	21	21	8	6	9	20	5	10	7
NACA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NACAD	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
NACAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NACC1	0	2	2	1	0	0	1	0	0	0	0	0	2	2	4	0	0	0	0	2
NACC2	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	4
NADK	0	0	1	1	2	1	0	2	0	6	4	2	3	0	4	2	0	3	1	9
NADK2	0	2	3	3	9	6	2	10	4	6	6	2	1	1	0	0	0	0	2	2
NADSYN1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NAE1	2	0	2	0	4	0	1	2	4	0	0	0	0	0	4	2	2	0	0	0
NAF1	0	0	0	0	5	0	2	0	0	2	2	0	0	0	3	0	1	0	0	0
NAGA	2	0	3	2	0	2	0	2	0	2	4	0	0	0	0	2	0	0	0	2
NAGK	5	7	7	8	0	1	3	15	7	6	8	5	4	3	2	1	5	1	12	9
NAGLU	0	0	0	1	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0
NAGPA	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGPA-AS1	0	0	8	1	9	3	1	6	8	12	3	16	8	6	8	7	5	1	1	0
NAGS	5	3	3	7	1	1	4	6	2	12	3	2	7	15	11	3	6	6	3	7
NAIF1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NAIP	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NALCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
NALCN-AS1	25	32	60	31	75	27	40	61	45	137	28	11	53	24	47	28	6	27	23	44
NAMA	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAMPT	102	21	28	51	0	91	57	18	58	9	95	98	40	69	69	161	69	58	160	75
NANOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOGNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOS1	83	59	119	78	117	115	68	119	91	99	61	38	84	64	105	56	23	99	37	57
NANOS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANP	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	2	2
NANS	18	10	32	12	10	16	20	25	12	16	25	16	39	23	44	29	29	23	10	45
NAP1L1	71	55	50	52	28	52	80	77	53	42	28	61	25	42	46	46	49	24	74	43
NAP1L2	2	6	2	7	2	2	6	4	0	13	0	6	2	0	10	4	6	0	0	10
NAP1L3	0	6	0	0	0	2	2	0	2	2	0	0	2	0	0	0	0	0	4	0
NAP1L4	2	2	8	4	3	15	4	0	4	6	2	0	4	4	3	13	4	2	4	4
NAP1L5	0	0	2	4	4	0	0	4	0	0	0	0	4	0	0	0	0	2	2	8
NAP1L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPA	31	53	37	38	26	59	73	26	45	36	34	22	38	43	17	36	29	30	44	26
NAPA-AS1	325	358	511	308	573	324	452	505	391	620	333	356	554	358	582	348	350	602	289	571
NAPB	2	2	0	2	0	2	4	0	0	2	2	3	0	8	1	4	2	2	0	2
NAPEPLD	254	162	199	197	169	235	219	191	200	211	198	156	198	161	195	187	167	188	174	205
NAPG	6	0	4	2	4	2	0	0	0	2	0	0	4	0	0	0	0	2	8	2
NAPRT1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0
NAPSA	3	9	2	5	7	11	7	7	1	4	5	7	13	3	19	7	1	7	6	10
NAPSB	3	0	1	3	5	1	0	4	2	6	2	0	3	3	23	11	0	3	1	5
NARF	7	1	2	25	13	3	7	3	6	8	9	4	3	13	18	15	7	3	8	7
NARFL	0	3	0	1	6	1	1	3	0	0	0	0	1	1	2	0	0	1	0	0
NARG2	2	2	2	0	0	0	2	6	2	4	0	0	0	2	0	0	0	0	4	0
NARR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NARS	20	26	12	14	24	16	10	26	17	30	10	15	9	10	21	36	10	14	7	20
NARS2	0	0	0	2	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0
NASP	2	4	5	9	8	6	12	2	2	6	4	11	6	4	4	14	3	4	0	8
NAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NAT10	2	0	0	4	0	2	0	4	6	6	0	2	0	0	6	2	0	1	0	2
NAT14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NAT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT8	8	1	1	5	1	0	0	4	1	1	1	0	5	0	1	1	0	3	0	1
NAT8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT8L	1	0	0	2	0	0	5	0	1	2	0	0	0	0	2	2	0	2	2	4
NAT9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	8
NAV1	19	17	17	30	55	21	37	33	23	47	14	36	37	11	55	15	30	46	21	47
NAV2	39	29	8	9	26	36	16	4	18	25	50	29	14	8	27	38	15	6	6	26
NAV2-AS2	267	60	160	230	305	183	68	158	151	229	293	60	199	74	68	151	26	116	68	142
NAV2-AS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2-AS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV3	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0
NBAS	4	0	3	4	2	0	8	11	4	8	0	4	2	0	0	6	2	4	3	0
NBEA	6	2	6	6	12	7	5	2	2	5	17	4	0	0	0	4	2	10	4	9
NBEAL1	0	0	0	2	6	0	2	2	1	2	1	0	0	0	2	1	1	4	0	2
NBEAL2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
NBEAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NBN	10	12	6	0	8	10	10	3	2	6	16	12	2	6	12	17	12	17	19	24
NBPF1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF15	4	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
NBPF18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF22P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF25P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NBPF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBR1	16	16	8	11	13	16	15	7	7	11	14	8	17	11	26	22	5	6	8	30
NBR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCALD	2	0	0	2	2	0	0	2	0	0	2	0	8	2	0	0	2	0	0	0
NCAM1	17	8	22	7	8	10	17	17	11	18	4	32	17	2	8	2	6	16	0	25
NCAM1-AS1	142	141	221	158	232	117	140	157	135	158	98	119	191	81	49	57	83	127	34	92
NCAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPD2	15	28	15	18	24	2	9	6	23	18	9	20	17	17	15	4	12	15	22	21
NCAPD3	2	5	1	0	2	0	0	3	6	4	0	4	0	0	0	0	0	0	1	3
NCAPG	175	93	92	161	141	166	107	107	104	120	154	82	117	73	81	87	70	84	105	111
NCAPG2	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCAPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPH2	354	336	307	236	262	342	431	279	343	294	793	517	433	1064	561	666	561	484	857	449
NCBP1	27	7	32	32	35	15	14	24	22	41	48	7	34	31	12	32	5	19	5	22
NCBP2	7	4	6	8	10	6	12	6	13	7	6	8	10	12	14	6	8	22	11	21
NCBP2-AS2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCCRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCDN	0	2	0	2	0	0	0	0	2	0	5	0	2	2	0	0	0	0	2	0
NCEH1	4	2	2	0	0	2	0	4	8	2	6	7	0	4	0	4	0	0	5	4
NCF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCF1C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
NCF2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCK1	2	0	8	0	2	0	4	0	0	0	4	2	0	8	3	5	1	4	0	2
